Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Bison,AnteMortem,Emergency Slaughter on Farm ,2020-06,England,3,5,3,60
Bison,AnteMortem,Other,2020-05,England,1,1,1,100
Bison,Offal,Fluke Mature,2020-06,England,1,5,3,20
Bison,Offal,Liver Abscesses,2020-06,England,1,5,3,20
Bison,Offal,Other,2020-06,England,1,5,3,20
Buffalo,AnteMortem,Emergency Slaughter on Farm ,2020-06,England,1,32,8,3.125
Buffalo,Carcases,Bruising,2020-06,England,1,32,8,3.125
Buffalo,Carcases,Contamination,2020-04,England,1,15,5,6.667
Buffalo,Carcases,Contamination,2020-06,England,1,32,8,3.125
Buffalo,Carcases,Other,2020-04,England,1,15,5,6.667
Buffalo,Carcases,Other,2020-05,England,2,22,6,9.091
Buffalo,Carcases,Other,2020-06,England,2,32,8,6.25
Buffalo,Offal,Contamination,2020-04,England,1,15,5,6.667
Buffalo,Offal,Fluke Mature,2020-06,England,1,32,8,3.125
Buffalo,Offal,Fluke Mature,2020-04,Wales,1,1,1,100
Buffalo,Offal,Hepatic Scarring,2020-04,England,2,15,5,13.333
Buffalo,Offal,Liver Abscesses,2020-06,England,2,32,8,6.25
Buffalo,Offal,Other,2020-04,England,4,15,5,26.667
Buffalo,Offal,Other,2020-05,England,2,22,6,9.091
Buffalo,Offal,Other,2020-06,England,8,32,8,25
Buffalo,Offal,Pleurisy,2020-05,England,1,22,6,4.545
Buffalo,Offal,Pneumonia,2020-05,England,1,22,6,4.545
Buffalo,Offal,Pneumonia,2020-06,England,1,32,8,3.125
Calves,AnteMortem,Abnormal Respiratory Signs,2020-04,England,29,4937,24,0.587
Calves,AnteMortem,Abnormal Respiratory Signs,2020-05,England,42,3700,22,1.135
Calves,AnteMortem,Abnormal Respiratory Signs,2020-06,England,20,3282,24,0.609
Calves,AnteMortem,Abnormal Swelling (e.g.Bloat) ,2020-06,England,2,3282,24,0.061
Calves,AnteMortem,Abnormal Swelling (e.g.Bloat) ,2020-06,England,1,3282,24,0.03
Calves,AnteMortem,Dermatitis,2020-04,England,1,4937,24,0.02
Calves,AnteMortem,Dermatitis,2020-05,England,1,3700,22,0.027
Calves,AnteMortem,Diarrhoea,2020-04,England,11,4937,24,0.223
Calves,AnteMortem,Diarrhoea,2020-05,England,20,3700,22,0.541
Calves,AnteMortem,Diarrhoea,2020-06,England,10,3282,24,0.305
Calves,AnteMortem,Eye Condition,2020-05,England,5,3700,22,0.135
Calves,AnteMortem,Eye Condition,2020-06,England,1,3282,24,0.03
Calves,AnteMortem,Eye Condition,2020-05,Wales,1,1026,3,0.097
Calves,AnteMortem,Eye Condition,2020-06,Wales,1,794,2,0.126
Calves,AnteMortem,Lameness – Foot Lesion(s),2020-05,England,6,3700,22,0.162
Calves,AnteMortem,Lameness – Foot Lesion(s),2020-06,England,4,3282,24,0.122
Calves,AnteMortem,Lameness – Foot Lesion(s),2020-06,Wales,2,794,2,0.252
Calves,AnteMortem,Lameness – Joint/Leg Lesion(s),2020-05,England,1,3700,22,0.027
Calves,AnteMortem,Lameness – Joint/Leg Lesion(s),2020-06,England,1,3282,24,0.03
Calves,AnteMortem,Lameness – Not Defined,2020-04,England,4,4937,24,0.081
Calves,AnteMortem,Lameness – Not Defined,2020-05,England,2,3700,22,0.054
Calves,AnteMortem,Lameness – Not Defined,2020-06,England,5,3282,24,0.152
Calves,AnteMortem,Lameness – Not Defined,2020-06,Wales,2,794,2,0.252
Calves,AnteMortem,Localised Swelling/Lumps,2020-05,England,3,3700,22,0.081
Calves,AnteMortem,Moribund/ Recumbent,2020-04,England,2,4937,24,0.041
Calves,AnteMortem,Neurological/Nervous Signs,2020-06,England,1,3282,24,0.03
Calves,AnteMortem,Neurological/Nervous Signs,2020-06,England,1,3282,24,0.03
Calves,AnteMortem,Other,2020-05,England,2,3700,22,0.054
Calves,AnteMortem,Other,2020-05,England,1,3700,22,0.027
Calves,AnteMortem,Other,2020-06,England,1,3282,24,0.03
Calves,AnteMortem,Papilloma,2020-04,England,1,4937,24,0.02
Calves,AnteMortem,Papilloma,2020-06,England,1,3282,24,0.03
Calves,AnteMortem,Papilloma,2020-06,Wales,3,794,2,0.378
Calves,AnteMortem,Ringworm,2020-04,England,8,4937,24,0.162
Calves,AnteMortem,Ringworm,2020-05,England,11,3700,22,0.297
Calves,AnteMortem,Ringworm,2020-06,England,6,3282,24,0.183
Calves,AnteMortem,Ringworm,2020-05,Wales,1,1026,3,0.097
Calves,AnteMortem,Slaughtered in Lairage,2020-06,England,1,3282,24,0.03
Calves,AnteMortem,Slaughtered in Lairage,2020-06,England,1,3282,24,0.03
Calves,AnteMortem,Slaughtered in Lairage,2020-06,Wales,2,794,2,0.252
Calves,AnteMortem,Suspect Emaciation/Poor Condition,2020-06,England,1,3282,24,0.03
Calves,Carcases,Abscesses – Forequarters,2020-04,England,1,4937,24,0.02
Calves,Carcases,Abscesses – Forequarters,2020-05,England,3,3700,22,0.081
Calves,Carcases,Abscesses – Forequarters,2020-06,England,2,3282,24,0.061
Calves,Carcases,Abscesses – Hindquarters,2020-04,England,4,4937,24,0.081
Calves,Carcases,Abscesses – Hindquarters,2020-05,England,3,3700,22,0.081
Calves,Carcases,Abscesses – Hindquarters,2020-06,England,2,3282,24,0.061
Calves,Carcases,Abscesses – Neck,2020-04,England,2,4937,24,0.041
Calves,Carcases,Abscesses – Neck,2020-05,England,1,3700,22,0.027
Calves,Carcases,Bruising,2020-04,England,16,4937,24,0.324
Calves,Carcases,Bruising,2020-05,England,18,3700,22,0.486
Calves,Carcases,Bruising,2020-06,England,7,3282,24,0.213
Calves,Carcases,Contamination,2020-04,England,159,4937,24,3.221
Calves,Carcases,Contamination,2020-05,England,87,3700,22,2.351
Calves,Carcases,Contamination,2020-06,England,94,3282,24,2.864
Calves,Carcases,Contamination,2020-04,Wales,12,1681,2,0.714
Calves,Carcases,Contamination,2020-05,Wales,20,1026,3,1.949
Calves,Carcases,Joint Lesions (Incl. Arthritis),2020-04,England,6,4937,24,0.122
Calves,Carcases,Joint Lesions (Incl. Arthritis),2020-05,England,10,3700,22,0.27
Calves,Carcases,Joint Lesions (Incl. Arthritis),2020-06,England,6,3282,24,0.183
Calves,Carcases,Other,2020-04,England,24,4937,24,0.486
Calves,Carcases,Other,2020-05,England,9,3700,22,0.243
Calves,Carcases,Other,2020-06,England,10,3282,24,0.305
Calves,Head,Contamination,2020-04,England,15,4937,24,0.304
Calves,Head,Contamination,2020-05,England,13,3700,22,0.351
Calves,Head,Contamination,2020-06,England,30,3282,24,0.914
Calves,Head,Other,2020-04,England,1,4937,24,0.02
Calves,Head,Other,2020-05,England,8,3700,22,0.216
Calves,Head,Other,2020-06,England,4,3282,24,0.122
Calves,Head,Other,2020-06,Wales,7,794,2,0.882
Calves,Offal,Contamination,2020-04,England,143,4937,24,2.896
Calves,Offal,Contamination,2020-05,England,115,3700,22,3.108
Calves,Offal,Contamination,2020-06,England,162,3282,24,4.936
Calves,Offal,Contamination,2020-04,Wales,25,1681,2,1.487
Calves,Offal,Contamination,2020-05,Wales,5,1026,3,0.487
Calves,Offal,Cysticercus bovis,2020-06,England,6,3282,24,0.183
Calves,Offal,Fluke Immature,2020-04,England,18,4937,24,0.365
Calves,Offal,Fluke Immature,2020-05,England,23,3700,22,0.622
Calves,Offal,Fluke Immature,2020-06,England,23,3282,24,0.701
Calves,Offal,Fluke Immature,2020-04,Wales,1,1681,2,0.059
Calves,Offal,Fluke Mature,2020-04,England,8,4937,24,0.162
Calves,Offal,Fluke Mature,2020-05,England,28,3700,22,0.757
Calves,Offal,Fluke Mature,2020-06,England,10,3282,24,0.305
Calves,Offal,Hepatic Scarring,2020-04,England,5,4937,24,0.101
Calves,Offal,Hepatic Scarring,2020-05,England,1,3700,22,0.027
Calves,Offal,Hepatic Scarring,2020-06,England,11,3282,24,0.335
Calves,Offal,Hepatic Scarring,2020-05,Wales,1,1026,3,0.097
Calves,Offal,Hydatid Cysts,2020-05,England,3,3700,22,0.081
Calves,Offal,Hydatid Cysts,2020-06,England,1,3282,24,0.03
Calves,Offal,Liver Abscesses,2020-04,England,37,4937,24,0.749
Calves,Offal,Liver Abscesses,2020-05,England,22,3700,22,0.595
Calves,Offal,Liver Abscesses,2020-06,England,34,3282,24,1.036
Calves,Offal,Liver Abscesses,2020-06,Wales,1,794,2,0.126
Calves,Offal,Lungworm,2020-04,England,15,4937,24,0.304
