Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Buffalo,Carcases,Contamination,2018-07,England,1,26,5,3.846
Buffalo,Offal,Contamination,2018-07,England,2,26,5,7.692
Buffalo,Offal,Contamination,2018-08,England,6,29,5,20.69
Buffalo,Offal,Contamination,2018-09,England,2,20,6,10
Buffalo,Offal,Fluke Mature,2018-08,England,10,29,5,34.483
Buffalo,Offal,Hepatic Scarring,2018-07,England,1,26,5,3.846
Buffalo,Offal,Hepatic Scarring,2018-09,England,1,20,6,5
Buffalo,Offal,Hepatic Scarring,2018-08,Wales,1,1,1,100
Buffalo,Offal,Liver Abscesses,2018-09,England,1,20,6,5
Buffalo,Offal,Other,2018-07,England,1,26,5,3.846
Buffalo,Offal,Other,2018-09,England,2,20,6,10
Buffalo,Offal,Pleurisy,2018-08,Wales,1,1,1,100
Buffalo,Offal,Pneumonia,2018-08,England,5,29,5,17.241
Buffalo,Offal,Pneumonia,2018-09,England,1,20,6,5
Buffalo,Offal,Traumatic Pericarditis,2018-08,England,2,29,5,6.897
Buffalo,Offal,Traumatic Pericarditis,2018-09,England,1,20,6,5
Calves,AnteMortem,Abnormal Respiratory Signs,2018-07,England,7,5269,29,0.133
Calves,AnteMortem,Abnormal Respiratory Signs,2018-08,England,1,8167,24,0.012
Calves,AnteMortem,Abnormal Respiratory Signs,2018-09,England,4,10058,24,0.04
Calves,AnteMortem,Abnormal Swelling (e.g.Bloat) ,2018-07,England,1,5269,29,0.019
Calves,AnteMortem,Dead on Arrival (DOA),2018-08,England,2,8167,24,0.024
Calves,AnteMortem,Dermatitis,2018-08,England,3,8167,24,0.037
Calves,AnteMortem,Dermatitis,2018-09,England,12,10058,24,0.119
Calves,AnteMortem,Diarrhoea,2018-07,England,5,5269,29,0.095
Calves,AnteMortem,Diarrhoea,2018-08,England,7,8167,24,0.086
Calves,AnteMortem,Diarrhoea,2018-09,England,8,10058,24,0.08
Calves,AnteMortem,Eye Condition,2018-07,England,3,5269,29,0.057
Calves,AnteMortem,Eye Condition,2018-09,England,4,10058,24,0.04
Calves,AnteMortem,Eye Condition,2018-09,Wales,2,771,1,0.259
Calves,AnteMortem,Lameness ? Foot Lesion(s),2018-07,England,1,5269,29,0.019
Calves,AnteMortem,Lameness ? Foot Lesion(s),2018-09,England,3,10058,24,0.03
Calves,AnteMortem,Lameness ? Joint/Leg Lesion(s),2018-07,England,1,5269,29,0.019
Calves,AnteMortem,Lameness ? Joint/Leg Lesion(s),2018-09,England,4,10058,24,0.04
Calves,AnteMortem,Lameness ? Not Defined,2018-08,England,2,8167,24,0.024
Calves,AnteMortem,Localised Swelling/Lumps,2018-07,England,1,5269,29,0.019
Calves,AnteMortem,Localised Swelling/Lumps,2018-09,England,4,10058,24,0.04
Calves,AnteMortem,Mastitis,2018-07,England,1,5269,29,0.019
Calves,AnteMortem,Moribund/ Recumbent,2018-07,England,2,5269,29,0.038
Calves,AnteMortem,Moribund/ Recumbent,2018-09,England,1,10058,24,0.01
Calves,AnteMortem,Other,2018-08,England,1,8167,24,0.012
Calves,AnteMortem,Ringworm,2018-07,England,1,5269,29,0.019
Calves,AnteMortem,Ringworm,2018-09,England,2,10058,24,0.02
Calves,AnteMortem,Slaughtered in Lairage,2018-09,England,1,10058,24,0.01
Calves,AnteMortem,Suspect Emaciation/Poor Condition,2018-07,England,5,5269,29,0.095
Calves,AnteMortem,Suspect Emaciation/Poor Condition,2018-08,England,8,8167,24,0.098
Calves,AnteMortem,Suspect Emaciation/Poor Condition,2018-09,England,8,10058,24,0.08
Calves,AnteMortem,Trauma ? Fracture/ Dislocations,2018-07,England,1,5269,29,0.019
Calves,AnteMortem,Trauma ? Soft Tissue,2018-09,England,1,10058,24,0.01
Calves,Carcases,Abscesses ? Forequarters,2018-09,England,1,10058,24,0.01
Calves,Carcases,Abscesses ? Hindquarters,2018-07,England,4,5269,29,0.076
Calves,Carcases,Abscesses ? Hindquarters,2018-08,England,7,8167,24,0.086
Calves,Carcases,Abscesses ? Hindquarters,2018-09,England,1,10058,24,0.01
Calves,Carcases,Abscesses ? Neck,2018-08,England,3,8167,24,0.037
Calves,Carcases,Bruising,2018-07,England,1,5269,29,0.019
Calves,Carcases,Bruising,2018-08,England,19,8167,24,0.233
Calves,Carcases,Bruising,2018-09,England,17,10058,24,0.169
Calves,Carcases,Contamination,2018-07,England,160,5269,29,3.037
Calves,Carcases,Contamination,2018-08,England,330,8167,24,4.041
Calves,Carcases,Contamination,2018-09,England,265,10058,24,2.635
Calves,Carcases,Contamination,2018-08,Wales,21,819,1,2.564
Calves,Carcases,Contamination,2018-09,Wales,24,771,1,3.113
Calves,Carcases,Joint Lesions (Incl. Arthritis),2018-07,England,5,5269,29,0.095
Calves,Carcases,Joint Lesions (Incl. Arthritis),2018-08,England,13,8167,24,0.159
Calves,Carcases,Joint Lesions (Incl. Arthritis),2018-09,England,20,10058,24,0.199
Calves,Carcases,Joint Lesions (Incl. Arthritis),2018-08,Wales,1,819,1,0.122
Calves,Carcases,Other,2018-07,England,32,5269,29,0.607
Calves,Carcases,Other,2018-08,England,29,8167,24,0.355
Calves,Carcases,Other,2018-09,England,11,10058,24,0.109
Calves,Head,Contamination,2018-07,England,53,5269,29,1.006
